"Environment and Climate Change Canada"
"Monthly Values for April - 2012"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"CHEMAINUS","48.935","-123.742","BC","9.5","0",NA,"18.0","0","1.0","0","0.0","0",NA,"80.5","0",NA,"0.0","15","","",NA,"254.3","0.0","1011500"
"COWICHAN LAKE FORESTRY","48.824","-124.133","BC","8.0","0","-0.4","20.2","0","-1.0","0","0.0","0","0.0","132.2","0","94.0","0.0","17","","",NA,"298.7","0.0","1012040"
"LAKE COWICHAN","48.829","-124.052","BC","7.9","16","-0.7","21.0","12","-1.5","12","0.0","11",NA,"137.2","11",NA,"","13","","",NA,"141.9","0.0","1012055"
"DISCOVERY ISLAND","48.424","-123.225","BC","9.2","0",NA,"15.4","0","3.9","0","",,NA,"",,NA,"","","",,NA,"263.9","0.0","1012475"
"DUNCAN KELVIN CREEK","48.735","-123.728","BC","8.7","3","-0.4","20.0","3","-1.5","3","0.0","3",NA,"61.6","3",NA,"0.0","12","","",NA,"250.2","0.0","1012573"
"ESQUIMALT HARBOUR","48.432","-123.439","BC","8.5","0",NA,"15.7","0","0.4","0","",,NA,"46.0","0",NA,"","9","",,NA,"283.6","0.0","1012710"
"GANGES MANSELL RD","48.872","-123.498","BC","8.6","0",NA,"19.5","0","-1.5","0","0.0","0",NA,"53.8","0",NA,"0.0","12","","",NA,"281.2","0.0","1013051"
"GALIANO NORTH","48.985","-123.573","BC","9.0","6",NA,"18.5","6","2.0","6","0.0","6",NA,"50.3","6",NA,"","10","","",NA,"215.4","0.0","10130MN"
"MALAHAT","48.575","-123.530","BC","7.9","0",NA,"17.5","0","0.5","0","",,NA,"",,NA,"","","",,NA,"301.6","0.0","1014820"
"METCHOSIN","48.374","-123.561","BC","",,NA,"",,"",,"0.0","0",NA,"65.6","0","110.0","0.0","10","","",NA,"","","1015105"
